"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
565929,"Jakartaee-stable","General","jakartaee-stable-inbox","UNCONFIRMED"," ---","ee4j.servlet page does not mention jakarta.servlet-api version 4.0.4; missing release notes","2020-08-10 02:11:12"
