,Key,Status,Summary,Url,Last_Date
1423427,1423427,Fix Released,tempest baremetal client is creating node with wrong property keys,https://bugs.launchpad.net/tempest/+bug/1423427,2015-11-19
1381468,1381468,Fix Released,Type conflict in nova/nova/scheduler/filters/trusted_filter.py using attestation_port default value,https://bugs.launchpad.net/nova/+bug/1381468,2015-11-19
1408480,1408480,Fix Released,PciDevTracker passes context module instead of instance,https://bugs.launchpad.net/nova/+bug/1408480,2015-11-19
1415768,1415768,Fix Released,the pci deivce assigned to instance is inconsistent with DB record when restarting nova-compute,https://bugs.launchpad.net/nova/+bug/1415768,2015-11-19
1420032,1420032,Fix Released,remove_router_interface doesn't scale well with dvr routers,https://bugs.launchpad.net/neutron/+bug/1420032,2015-11-19
1427343,1427343,Fix Released,missing entry point for cisco apic topology agent,https://bugs.launchpad.net/neutron/+bug/1427343,2015-11-19
1442494,1442494,Fix Released,test_add_list_remove_router_on_l3_agent race-y for dvr,https://bugs.launchpad.net/neutron/+bug/1442494,2015-11-19
1332917,1332917,Fix Released,Deadlock when deleting from ipavailabilityranges,https://bugs.launchpad.net/neutron/+bug/1332917,2015-11-19
1444397,1444397,Fix Released,single allowed address pair rule can exhaust entire ipset space,https://bugs.launchpad.net/neutron/+bug/1444397,2015-11-19
1439817,1439817,Fix Released,IP set full error in kernel log,https://bugs.launchpad.net/neutron/+bug/1439817,2015-11-19
1447883,1447883,Fix Released,Restrict netmask of CIDR to avoid DHCP resync is not enough,https://bugs.launchpad.net/neutron/+bug/1447883,2015-11-19
1457900,1457900,Fix Released,dhcp_agents_per_network > 1 cause conflicts (NACKs) from dnsmasqs (break networks),https://bugs.launchpad.net/neutron/+bug/1457900,2015-11-19
1459467,1459467,Fix Released,port update multiple fixed IPs anticipating allocation fails with mac address error,https://bugs.launchpad.net/neutron/+bug/1459467,2015-11-19
1456823,1456823,Fix Released,address pair rules not matched in iptables counter-preservation code,https://bugs.launchpad.net/neutron/+bug/1456823,2015-11-19
1445412,1445412,Fix Released,performance of plugin_rpc.get_routers is bad,https://bugs.launchpad.net/neutron/+bug/1445412,2015-11-19
1447344,1447344,Fix Released,DHCP agent: metadata network broken for DVR,https://bugs.launchpad.net/neutron/+bug/1447344,2015-11-19
1456822,1456822,Fix Released,AgentNotFoundByTypeHost exception logged when L3-agent starts up,https://bugs.launchpad.net/neutron/+bug/1456822,2015-11-19
1374473,1374473,Fix Released,500 error on router-gateway-set for DVR on second external network,https://bugs.launchpad.net/neutron/+bug/1374473,2015-11-19
1416933,1416933,Fix Released,Race condition in Ha router updating port status,https://bugs.launchpad.net/neutron/+bug/1416933,2015-11-19
1438040,1438040,Fix Released,fdb entries can't be removed when a VM is migrated,https://bugs.launchpad.net/neutron/+bug/1438040,2015-11-19
1439857,1439857,Fix Released,live-migration failure leave the port to BUILD state,https://bugs.launchpad.net/neutron/+bug/1439857,2015-11-19
1454434,1454434,Fix Released,NoNetworkFoundInMaximumAllowedAttempts during concurrent network creation,https://bugs.launchpad.net/neutron/+bug/1454434,2015-11-19
1382064,1382064,Fix Released,Failure to allocate tunnel id when creating networks concurrently,https://bugs.launchpad.net/neutron/+bug/1382064,2015-11-19
1473556,1473556,Fix Released,Error log is generated when API operation is PolicyNotAuthorized and returns 404,https://bugs.launchpad.net/neutron/+bug/1473556,2015-11-19
1187102,1187102,Fix Released,quantum-ns-metadata-proxy listens on external interfaces too,https://bugs.launchpad.net/neutron/+bug/1187102,2015-11-19
1460220,1460220,Fix Released,ipset functional tests assume system capability,https://bugs.launchpad.net/neutron/+bug/1460220,2015-11-19
1490581,1490581,Fix Released,the items will never be deleted from metering_info,https://bugs.launchpad.net/neutron/+bug/1490581,2015-11-19
1460562,1460562,Fix Released,ipset can't be destroyed when last sg rule is deleted,https://bugs.launchpad.net/neutron/+bug/1460562,2015-11-19
1274034,1274034,Fix Released,Neutron firewall anti-spoofing does not prevent ARP poisoning,https://bugs.launchpad.net/neutron/+bug/1274034,2015-11-19
1477253,1477253,Fix Released,ovs arp_responder unsuccessfully inserts IPv6 address into arp table,https://bugs.launchpad.net/neutron/+bug/1477253,2015-11-19
1422504,1422504,Fix Released,floating ip delete deadlock,https://bugs.launchpad.net/neutron/+bug/1422504,2015-11-19
1374108,1374108,Fix Released,Hyper-V agent cannot disconnect orphaned switch ports,https://bugs.launchpad.net/networking-hyperv/+bug/1374108,2015-11-19
1472458,1472458,Fix Released,Arista ML2 VLAN driver should ignore non-VLAN network types,https://bugs.launchpad.net/neutron/+bug/1472458,2015-11-19
1361211,1361211,Fix Released,Hyper-V agent does not add new VLAN ids to the external port's trunked list on Hyper-V 2008 R2,https://bugs.launchpad.net/networking-hyperv/+bug/1361211,2015-11-19
1468828,1468828,Fix Released,HA router-create  breaks ML2 drivers that implement create_network such as Arista,https://bugs.launchpad.net/neutron/+bug/1468828,2015-11-19
1422476,1422476,Fix Released,floating ip scheduled to wrong router,https://bugs.launchpad.net/neutron/+bug/1422476,2015-11-19
1403068,1403068,Fix Released,Tests fail with python 2.7.9,https://bugs.launchpad.net/neutron/+bug/1403068,2015-11-19
1403068,1403068,Fix Released,Tests fail with python 2.7.9,https://bugs.launchpad.net/keystone/+bug/1403068,2015-11-19
1403068,1403068,Fix Released,Tests fail with python 2.7.9,https://bugs.launchpad.net/cinder/+bug/1403068,2015-11-19
1403068,1403068,Fix Released,Tests fail with python 2.7.9,https://bugs.launchpad.net/manila/+bug/1403068,2015-11-19
1443598,1443598,Fix Released,[OSSA 2015-008] backend_argument containing a password leaked in logs (CVE-2015-3646),https://bugs.launchpad.net/keystone/+bug/1443598,2015-11-19
1443598,1443598,Fix Released,[OSSA 2015-008] backend_argument containing a password leaked in logs (CVE-2015-3646),https://bugs.launchpad.net/ossa/+bug/1443598,2015-11-19
1392316,1392316,Fix Released,Hypervisors returns TemplateSyntaxError instead of error message,https://bugs.launchpad.net/horizon/+bug/1392316,2015-11-19
1398468,1398468,Fix Released,Unable to terminate instance from Network Topology screen,https://bugs.launchpad.net/horizon/+bug/1398468,2015-11-19
1394051,1394051,Fix Released,"Can't display port list on a shared network in ""Manage Floating IP Associations"" page",https://bugs.launchpad.net/horizon/+bug/1394051,2015-11-19
1405049,1405049,Fix Released,"Can't see the router in the network topology page, if neutron l3 agent HA is enabled.",https://bugs.launchpad.net/horizon/+bug/1405049,2015-11-19
1453074,1453074,Fix Released,[OSSA 2015-010] help_text parameter of fields is vulnerable to arbitrary html injection (CVE-2015-3219),https://bugs.launchpad.net/horizon/+bug/1453074,2015-11-19
1453074,1453074,Fix Released,[OSSA 2015-010] help_text parameter of fields is vulnerable to arbitrary html injection (CVE-2015-3219),https://bugs.launchpad.net/ossa/+bug/1453074,2015-11-19
