,Key,Status,Summary,Url,Last_Date
1873782,1873782,Fix Released,nova.conf override not used from documented location,https://bugs.launchpad.net/kolla-ansible/+bug/1873782,2020-07-20
1875618,1875618,Fix Released,octavia dose not use internal endpoint to communicate with barbican,https://bugs.launchpad.net/kolla-ansible/+bug/1875618,2020-07-20
1877509,1877509,Fix Released,multipath requires udev-rules in host,https://bugs.launchpad.net/kolla-ansible/+bug/1877509,2020-07-20
1878325,1878325,Fix Released,dpdk-vswitchd: some ovs tools require ovs daemons pidfiles,https://bugs.launchpad.net/kolla-ansible/+bug/1878325,2020-07-20
1879125,1879125,Fix Released,failed to install ovs-dpdkctl service and config,https://bugs.launchpad.net/kolla-ansible/+bug/1879125,2020-07-20
1864810,1864810,Fix Released,haproxy restarted multiple times during deploy,https://bugs.launchpad.net/kolla-ansible/+bug/1864810,2020-07-20
1875228,1875228,Fix Released,haproxy still restarted twice,https://bugs.launchpad.net/kolla-ansible/+bug/1875228,2020-07-20
1873744,1873744,Fix Released,cyborg agent unbuildable in Ussuri (no Cyborg in Ussuri),https://bugs.launchpad.net/kolla/+bug/1873744,2020-07-20
1872713,1872713,Fix Released,"Windows library ""wmi"" is imported but not installed",https://bugs.launchpad.net/neutron/+bug/1872713,2020-07-20
1884986,1884986,Fix Released,[OVN] functional test failing TestNBDbMonitorOverTcp  test_floatingip_mac_bindings,https://bugs.launchpad.net/neutron/+bug/1884986,2020-07-19
1883730,1883730,Fix Released,Failed to create a duplicate DefaultSecurityGroup (with Calico plugin),https://bugs.launchpad.net/neutron/+bug/1883730,2020-07-18
1886988,1886988,Fix Released,[ci] lvm jobs failing because of a reboot,https://bugs.launchpad.net/manila/+bug/1886988,2020-07-18
1886374,1886374,Fix Released,Improve lazy loading mechanism for multiple stores,https://bugs.launchpad.net/glance/+bug/1886374,2020-07-18
1869166,1869166,Fix Released,nftables might interfere with tripleo-firewall,https://bugs.launchpad.net/tripleo/+bug/1869166,2020-07-18
1870095,1870095,Fix Released,keystone based standalone deployment failed with No such file or directory: ''/usr/sbin/nft',https://bugs.launchpad.net/tripleo/+bug/1870095,2020-07-18
1817218,1817218,Fix Released,Optimize gpe segment allocation,https://bugs.launchpad.net/networking-vpp/+bug/1817218,2020-07-18
1848286,1848286,Fix Released,octavia is not reporting metrics like lbaasv2,https://bugs.launchpad.net/ceilometer/+bug/1848286,2020-07-17
1884242,1884242,Fix Released,unnecessary linux bridge errors in log,https://bugs.launchpad.net/networking-vpp/+bug/1884242,2020-07-17
1884812,1884812,Fix Released,Train release compatibility,https://bugs.launchpad.net/networking-vpp/+bug/1884812,2020-07-17
1885258,1885258,Fix Released,CinderRbdExtraPools fails with external Ceph  in tripleo-ansible,https://bugs.launchpad.net/tripleo/+bug/1885258,2020-07-17
1883712,1883712,Fix Released,Neutron should retry http connections when notifying e.g. nova,https://bugs.launchpad.net/neutron/+bug/1883712,2020-07-17
1813253,1813253,Fix Released,Update the processing of assigned addresses when assigning addresses,https://bugs.launchpad.net/neutron/+bug/1813253,2020-07-17
1879307,1879307,Fix Released,Recent stable/rocky change breaks networking-calico's interface driver,https://bugs.launchpad.net/neutron/+bug/1879307,2020-07-17
1883757,1883757,Fix Released,[SRIOV] SR-IOV agent need to have privsep configured,https://bugs.launchpad.net/neutron/+bug/1883757,2020-07-17
1884256,1884256,Fix Released,'tox' not present on devstack based jobs,https://bugs.launchpad.net/neutron/+bug/1884256,2020-07-17
1811405,1811405,Fix Released,OVSFWTagNotFound raised many times in neutron-openvswitch-agent logs,https://bugs.launchpad.net/neutron/+bug/1811405,2020-07-17
1882640,1882640,Fix Released,CI failed at VM image building using diskimage-builder,https://bugs.launchpad.net/networking-spp/+bug/1882640,2020-07-17
1866155,1866155,Fix Released,Allow to remove networks when validation is disabled,https://bugs.launchpad.net/tripleo/+bug/1866155,2020-07-17
1884764,1884764,Fix Released,Some overcloud nodes are missing in the ansible inventory file generated for migration to ML2OVN,https://bugs.launchpad.net/neutron/+bug/1884764,2020-07-17
1880252,1880252,Fix Released,RFE: allow regexes in blacklist and whitelist conditionals,https://bugs.launchpad.net/keystone/+bug/1880252,2020-07-16
1886650,1886650,Fix Released,Glance client does not correctly forward global request IDs,https://bugs.launchpad.net/python-glanceclient/+bug/1886650,2020-07-16
1887783,1887783,Fix Released,"Ussuri check/Gate jobs are failing because of missing ovn containers, Jobs failing with Error - Not found image: docker://docker.io/tripleou/centos-binary-neutron-metadata-agent-ovn""",https://bugs.launchpad.net/tripleo/+bug/1887783,2020-07-16
1884527,1884527,Fix Released,Related dvr routers aren't created on compute nodes,https://bugs.launchpad.net/neutron/+bug/1884527,2020-07-16
1878218,1878218,Fix Released,"""Edit Port Security Groups"" option is visible to all roles on instances in the Project section",https://bugs.launchpad.net/horizon/+bug/1878218,2020-07-16
1883559,1883559,Fix Released,[OVN] enable_distributed_floating_ip changes are not applied for existing NAT entries,https://bugs.launchpad.net/neutron/+bug/1883559,2020-07-16
1853372,1853372,Fix Released,Remove Python 2 testing and gate jobs,https://bugs.launchpad.net/cinderlib/+bug/1853372,2020-07-16
1853372,1853372,Fix Released,Remove Python 2 testing and gate jobs,https://bugs.launchpad.net/cinder-tempest-plugin/+bug/1853372,2020-07-16
1853372,1853372,Fix Released,Remove Python 2 testing and gate jobs,https://bugs.launchpad.net/python-cinderclient/+bug/1853372,2020-07-16
1853372,1853372,Fix Released,Remove Python 2 testing and gate jobs,https://bugs.launchpad.net/cinder/+bug/1853372,2020-07-16
1878632,1878632,Fix Released,Race condition in subnet and segment delete: The segment is still bound with port(s),https://bugs.launchpad.net/neutron/+bug/1878632,2020-07-16
1881768,1881768,Fix Released,network default gateway can't be updated by t-h-t paramter,https://bugs.launchpad.net/tripleo/+bug/1881768,2020-07-16
1877130,1877130,Fix Released,octavia::wsgi::apache::server_name should be octavia::wsgi::apache::servername in octavia api template,https://bugs.launchpad.net/tripleo/+bug/1877130,2020-07-16
1882156,1882156,Fix Released,500 error going to /,https://bugs.launchpad.net/murano/+bug/1882156,2020-07-16
1873290,1873290,Fix Released,[OSSA-2020-005] OAuth1 request token authorize silently ignores roles parameter (CVE-2020-12690),https://bugs.launchpad.net/keystone/+bug/1873290,2020-07-16
