,Key,Status,Summary,Url,Last_Date
1298613,1298613,Fix Released,"Invalid response on put_item with few attributes of type ""B""",https://bugs.launchpad.net/magnetodb/+bug/1298613,2014-06-04
1308393,1308393,Fix Released,"Error while trying to put item with ""B"" type attribute in batch_write",https://bugs.launchpad.net/magnetodb/+bug/1308393,2014-06-04
1319995,1319995,Fix Committed,Ubuntu Provisioning Failure,https://bugs.launchpad.net/fuel/+bug/1319995,2014-06-04
1308435,1308435,Fix Released,"Error while trying to put item with ""BS"" type attribute in batch_write",https://bugs.launchpad.net/magnetodb/+bug/1308435,2014-06-04
1298833,1298833,Fix Released,Bad response status on decribe non existent table,https://bugs.launchpad.net/magnetodb/+bug/1298833,2014-06-04
1299037,1299037,Fix Released,"Invalid response when put_item with ""ALL_OLD"" in returned section",https://bugs.launchpad.net/magnetodb/+bug/1299037,2014-06-04
1301030,1301030,Fix Released,"Table schema cache and schema change event use different table names, the later with user_ prefix",https://bugs.launchpad.net/magnetodb/+bug/1301030,2014-06-04
1319871,1319871,Fix Released,Ceph partition on the second drive was formatted to 'ext4' instead of 'xfs' during deployment,https://bugs.launchpad.net/fuel/+bug/1319871,2014-06-04
1318747,1318747,Fix Committed,debian installer truncates long log messages,https://bugs.launchpad.net/fuel/+bug/1318747,2014-06-04
1317123,1317123,Fix Released,master node doesn't collect ceilometer logs,https://bugs.launchpad.net/fuel/+bug/1317123,2014-06-04
1316581,1316581,Fix Released,Shotgun cannot log into the host system,https://bugs.launchpad.net/fuel/+bug/1316581,2014-06-04
1315396,1315396,Fix Released,mysql root password regression breaks galera setup,https://bugs.launchpad.net/fuel/+bug/1315396,2014-06-04
1325689,1325689,Fix Released,DevStack failure without log,https://bugs.launchpad.net/openstack-ci/+bug/1325689,2014-06-04
1312177,1312177,Fix Committed,add stickiness=1 to neutron agents PM resources,https://bugs.launchpad.net/fuel/+bug/1312177,2014-06-04
1311249,1311249,Fix Released,swift rings built with wrong user rights,https://bugs.launchpad.net/fuel/+bug/1311249,2014-06-04
1310968,1310968,Fix Released,novncproxy haproxy catalog compilation regression,https://bugs.launchpad.net/fuel/+bug/1310968,2014-06-04
1260129,1260129,Fix Released,Add X-Tenant-ID to metadata request,https://bugs.launchpad.net/openstack-manuals/+bug/1260129,2014-06-04
1325519,1325519,Fix Committed,"ERR: stevedore.extension [-] (six 1.4.1 (/usr/lib/python2.7/dist-packages), Requirement.parse('six<1.4.1'))",https://bugs.launchpad.net/fuel/+bug/1325519,2014-06-04
1325514,1325514,Fix Released,'unicode' does not have the buffer interface,https://bugs.launchpad.net/openstack-ci/+bug/1325514,2014-06-04
1308963,1308963,Fix Released,Compute deployment fails: Iptables-firewall module cannot prefetch openstack firewall rules,https://bugs.launchpad.net/fuel/+bug/1308963,2014-06-04
1237023,1237023,Fix Released,fix range requests with static large objects,https://bugs.launchpad.net/swift/+bug/1237023,2014-06-03
1320146,1320146,Fix Released,[System tests] HA-delete-vips test failed,https://bugs.launchpad.net/fuel/+bug/1320146,2014-06-03
1316675,1316675,Fix Released,Saving a devtest VM results in error,https://bugs.launchpad.net/tripleo/+bug/1316675,2014-06-03
1325945,1325945,Fix Released,Cherry-picks for 4.1.1 system_tests.sh,https://bugs.launchpad.net/fuel/+bug/1325945,2014-06-03
1239889,1239889,Fix Released,Quantum-openvswitch-agent failed to tag qvo port correctly on br-int,https://bugs.launchpad.net/neutron/+bug/1239889,2014-06-03
1314044,1314044,Fix Released,Replace `agrparse` to `oslo.config`,https://bugs.launchpad.net/ironic/+bug/1314044,2014-06-03
1313765,1313765,Fix Released,Apache configuration does not enable Keystone site on Ubuntu 14.04,https://bugs.launchpad.net/devstack/+bug/1313765,2014-06-03
1323597,1323597,Fix Committed,Remove merge_array function,https://bugs.launchpad.net/fuel/+bug/1323597,2014-06-03
1265813,1265813,Fix Released,Plugins will crash if user changes configs values not include port number,https://bugs.launchpad.net/sahara/+bug/1265813,2014-06-03
1325618,1325618,Fix Committed,Run flake8 first in run_tests.sh,https://bugs.launchpad.net/fuel/+bug/1325618,2014-06-02
1324485,1324485,Fix Released,groups-dev drush dependency error,https://bugs.launchpad.net/openstack-ci/+bug/1324485,2014-06-02
735173,735173,Fix Released,Ability to ratelimit individual accounts,https://bugs.launchpad.net/swift/+bug/735173,2014-06-02
1227336,1227336,Fix Released,ml2 plugin update operations,https://bugs.launchpad.net/neutron/+bug/1227336,2014-06-02
1289405,1289405,Fix Released,"[ui]Please, verify admin and tenant names via blacklist",https://bugs.launchpad.net/fuel/+bug/1289405,2014-06-02
1306491,1306491,Fix Committed,no disk information leading to error during node allocation,https://bugs.launchpad.net/fuel/+bug/1306491,2014-06-02
1310655,1310655,Fix Released,Deployment error with ovs-bond,https://bugs.launchpad.net/fuel/+bug/1310655,2014-06-02
1307503,1307503,Fix Released,heat-api is not available,https://bugs.launchpad.net/fuel/+bug/1307503,2014-06-02
1306005,1306005,Fix Released,haproxy reload fails due to missing namespace,https://bugs.launchpad.net/fuel/+bug/1306005,2014-06-02
