,Key,Status,Summary,Url,Last_Date
1089189,1089189,Fix Released,grizzly: swift auto extract archive and bulk delete middleware,https://bugs.launchpad.net/openstack-manuals/+bug/1089189,2013-07-12
1188149,1188149,Fix Released,havana: quantum Shorten the path of the nicira nvp plugin,https://bugs.launchpad.net/openstack-manuals/+bug/1188149,2013-07-12
1200719,1200719,Fix Released,Update authors and home pages to correct values,https://bugs.launchpad.net/sahara/+bug/1200719,2013-07-12
1200536,1200536,Fix Released,"In Savanna generate file ""hadoop-job-file.txt"" while building docs",https://bugs.launchpad.net/sahara/+bug/1200536,2013-07-12
1200409,1200409,Fix Released,neutron-openvswitch-agent.service fails to start on f18,https://bugs.launchpad.net/tripleo/+bug/1200409,2013-07-12
1087050,1087050,Fix Released,grizzly: volume-backed live migration w/o shared storage,https://bugs.launchpad.net/openstack-manuals/+bug/1087050,2013-07-12
1199951,1199951,Fix Released,Doc bugs for configuring Cinder Block Storge,https://bugs.launchpad.net/openstack-manuals/+bug/1199951,2013-07-12
1106449,1106449,Fix Released,grizzly: zookeeper heartbeat support,https://bugs.launchpad.net/openstack-manuals/+bug/1106449,2013-07-12
1013201,1013201,Fix Released,add java melody support to gerrit,https://bugs.launchpad.net/openstack-ci/+bug/1013201,2013-07-12
996390,996390,Fix Released,Bring back alternate row shading in Gerrit,https://bugs.launchpad.net/openstack-ci/+bug/996390,2013-07-12
980976,980976,Fix Released,Dependent branches are unreadable in Gerrit,https://bugs.launchpad.net/openstack-ci/+bug/980976,2013-07-12
980927,980927,Fix Released,red x's on APRV 0  votes,https://bugs.launchpad.net/openstack-ci/+bug/980927,2013-07-12
1111099,1111099,Fix Released,grizzly: Finer access control in os-volume_attachments,https://bugs.launchpad.net/openstack-manuals/+bug/1111099,2013-07-11
1130868,1130868,Fix Released,CLI Installation for RHEL/CentOS/Fedora should use specific packages.,https://bugs.launchpad.net/openstack-manuals/+bug/1130868,2013-07-11
1200325,1200325,Fix Released,"Update CLI Guide to use ""neutron""",https://bugs.launchpad.net/openstack-manuals/+bug/1200325,2013-07-11
1196521,1196521,Fix Released,Add support for Qpid in multi-host mode,https://bugs.launchpad.net/devstack/+bug/1196521,2013-07-11
