,Key,Status,Summary,Url,Last_Date
892193,892193,Fix Released,adds --min_instances and --max_instances to zone-boot,https://bugs.launchpad.net/python-novaclient/+bug/892193,2012-07-04
892192,892192,Fix Released,various zones changes/fixes.,https://bugs.launchpad.net/python-novaclient/+bug/892192,2012-07-04
892191,892191,Fix Released,Makes novaclient try to use UUID on subsequent calls instead of ID (the integer ID),https://bugs.launchpad.net/python-novaclient/+bug/892191,2012-07-04
892190,892190,Fix Released,Implement backup with rotation.,https://bugs.launchpad.net/python-novaclient/+bug/892190,2012-07-04
892189,892189,Fix Released,'x' instances fixes.,https://bugs.launchpad.net/python-novaclient/+bug/892189,2012-07-04
892187,892187,Fix Released,Refactored backup rotation code.,https://bugs.launchpad.net/python-novaclient/+bug/892187,2012-07-04
892186,892186,Fix Released,Migrations!,https://bugs.launchpad.net/python-novaclient/+bug/892186,2012-07-04
892185,892185,Fix Released,Added support for request timeouts.,https://bugs.launchpad.net/python-novaclient/+bug/892185,2012-07-04
892184,892184,Fix Released,Clarify usage for zone-delete,https://bugs.launchpad.net/python-novaclient/+bug/892184,2012-07-04
892183,892183,Fix Released,Adds add_fixed_ip and remove_fixed_ip to servers action.,https://bugs.launchpad.net/python-novaclient/+bug/892183,2012-07-04
892182,892182,Fix Released,added various search options to list command,https://bugs.launchpad.net/python-novaclient/+bug/892182,2012-07-04
892181,892181,Fix Released,2.5.8 and all public/private ips shown,https://bugs.launchpad.net/python-novaclient/+bug/892181,2012-07-04
892180,892180,Fix Released,Removed incorrect server dump at the end of add/remove-fixed-ip(),https://bugs.launchpad.net/python-novaclient/+bug/892180,2012-07-04
892179,892179,Fix Released,images.create() change,https://bugs.launchpad.net/python-novaclient/+bug/892179,2012-07-04
892178,892178,Fix Released,novaclient & keystone,https://bugs.launchpad.net/python-novaclient/+bug/892178,2012-07-04
892177,892177,Fix Released,"novaclient show call returns TypeError: sequence item 0: expected string, dict found",https://bugs.launchpad.net/python-novaclient/+bug/892177,2012-07-04
892176,892176,Fix Released,Rebuild Broken with 1.1,https://bugs.launchpad.net/python-novaclient/+bug/892176,2012-07-04
892175,892175,Fix Released,flavor list doesn't contain all information,https://bugs.launchpad.net/python-novaclient/+bug/892175,2012-07-04
892174,892174,Fix Released,Server Backup Update,https://bugs.launchpad.net/python-novaclient/+bug/892174,2012-07-04
892173,892173,Fix Released,nova list returns exception if ip has not been assigned,https://bugs.launchpad.net/python-novaclient/+bug/892173,2012-07-04
892172,892172,Fix Released,Added the Timeout exception class.,https://bugs.launchpad.net/python-novaclient/+bug/892172,2012-07-04
892171,892171,Fix Released,client can't find instances with numerical names,https://bugs.launchpad.net/python-novaclient/+bug/892171,2012-07-04
892170,892170,Fix Released,fix issue 40: handle cases where there's no public or private labels in a,https://bugs.launchpad.net/python-novaclient/+bug/892170,2012-07-04
892169,892169,Fix Released,Fix for #36,https://bugs.launchpad.net/python-novaclient/+bug/892169,2012-07-04
892168,892168,Fix Released,Added the Timeout exception class,https://bugs.launchpad.net/python-novaclient/+bug/892168,2012-07-04
