,Key,Status,Summary,Url,Last_Date
1554779,1554779,Fix Released,Hitachi drivers do not allow cloning volume to a different size,https://bugs.launchpad.net/cinder/+bug/1554779,2016-06-01
1558750,1558750,Fix Released,Dell SC: cgsnapshot not returning proper dict,https://bugs.launchpad.net/cinder/+bug/1558750,2016-06-01
1558566,1558566,Fix Released,New backup-related volume RPC API methods live break upgrades and ZMQ support,https://bugs.launchpad.net/cinder/+bug/1558566,2016-06-01
1557420,1557420,Fix Released,Fail to create multiattach volumes in storwize driver even when enabled in conf,https://bugs.launchpad.net/cinder/+bug/1557420,2016-06-01
1554785,1554785,Fix Released,NexentaEdge driver does not honor clone volume size,https://bugs.launchpad.net/cinder/+bug/1554785,2016-06-01
1559399,1559399,Fix Released,failover_host has format problem in the log,https://bugs.launchpad.net/cinder/+bug/1559399,2016-06-01
1538214,1538214,Fix Released,VMAX driver - create volume and timeout issue,https://bugs.launchpad.net/cinder/+bug/1538214,2016-06-01
1554786,1554786,Fix Released,NexentaStor5 driver does not honor clone volume size,https://bugs.launchpad.net/cinder/+bug/1554786,2016-06-01
1560062,1560062,Fix Released,No path forward with RPC API versioning,https://bugs.launchpad.net/cinder/+bug/1560062,2016-06-01
1554755,1554755,Fix Released,Datera driver does not honor clone volume size,https://bugs.launchpad.net/cinder/+bug/1554755,2016-06-01
1288131,1288131,Fix Released,Cinder's upload-to-image function can't create protected & public images,https://bugs.launchpad.net/cinder/+bug/1288131,2016-06-01
1288131,1288131,Fix Released,Cinder's upload-to-image function can't create protected & public images,https://bugs.launchpad.net/python-cinderclient/+bug/1288131,2016-06-01
1561413,1561413,Fix Released,Quota exceeded exception info makes user confused,https://bugs.launchpad.net/cinder/+bug/1561413,2016-06-01
1561370,1561370,Fix Released,cinder remove path part of the glance_api_servers,https://bugs.launchpad.net/cinder/+bug/1561370,2016-06-01
1560636,1560636,Fix Released,DRBD driver does not honor create from snapshot volume size,https://bugs.launchpad.net/cinder/+bug/1560636,2016-06-01
