,Key,Status,Summary,Url,Last_Date
1233161,1233161,Fix Released,VMWare: Exception with periodic task - invalid data access,https://bugs.launchpad.net/nova/+bug/1233161,2013-10-17
1229517,1229517,Fix Released,attach interface to instance fails due to legacy network info not updated to new network model,https://bugs.launchpad.net/nova/+bug/1229517,2013-10-17
1229204,1229204,Fix Released,Output for live migration corrupted,https://bugs.launchpad.net/nova/+bug/1229204,2013-10-17
1227898,1227898,Fix Released,xenapi: failed rescue setup destroys root disk,https://bugs.launchpad.net/nova/+bug/1227898,2013-10-17
1227362,1227362,Fix Released,nova performance regression,https://bugs.launchpad.net/nova/+bug/1227362,2013-10-17
1227350,1227350,Fix Released,xenapi: Rescue regression,https://bugs.launchpad.net/nova/+bug/1227350,2013-10-17
1226965,1226965,Fix Released,"nova sync_power_states broken when db is stopped, but VM is running",https://bugs.launchpad.net/nova/+bug/1226965,2013-10-17
1226924,1226924,Fix Released,Migration 201 isn't tested correctly,https://bugs.launchpad.net/nova/+bug/1226924,2013-10-17
1226826,1226826,Fix Released,VMwareVCDriver: detaching volume  fails with TypeError,https://bugs.launchpad.net/nova/+bug/1226826,2013-10-17
1226791,1226791,Fix Released,GET os-availability-zone/detail  returns  500,https://bugs.launchpad.net/nova/+bug/1226791,2013-10-17
1226211,1226211,Fix Released,VMware: some API's return only data on the first cluster and not the correct cluster,https://bugs.launchpad.net/nova/+bug/1226211,2013-10-17
1224712,1224712,Fix Released,Cannot get ComputeNodeStat by DB utility of compute_node_get_all(),https://bugs.launchpad.net/nova/+bug/1224712,2013-10-17
1224602,1224602,Fix Released,ConfKeyManager isn't wired into its super class,https://bugs.launchpad.net/nova/+bug/1224602,2013-10-17
1224526,1224526,Fix Released,keymgr code references code in nova tests dir,https://bugs.launchpad.net/nova/+bug/1224526,2013-10-17
1224015,1224015,Fix Released,Instance.name() should not trigger lazy loads of all attributes,https://bugs.launchpad.net/nova/+bug/1224015,2013-10-17
1223957,1223957,Fix Released,Instance object should gracefully handle missing save handlers,https://bugs.launchpad.net/nova/+bug/1223957,2013-10-17
1223709,1223709,Fix Released,VMware: boot from volume exception,https://bugs.launchpad.net/nova/+bug/1223709,2013-10-17
1223345,1223345,Fix Released,Soft-deleted instance files deleted by periodic cleanup task,https://bugs.launchpad.net/nova/+bug/1223345,2013-10-17
1221383,1221383,Fix Released,Instance_group object should have tighter attribute checking,https://bugs.launchpad.net/nova/+bug/1221383,2013-10-17
1221360,1221360,Fix Released,PCI Device object improperly ignores missing db_object fields,https://bugs.launchpad.net/nova/+bug/1221360,2013-10-17
1221346,1221346,Fix Released,Object string attributes should support unicode,https://bugs.launchpad.net/nova/+bug/1221346,2013-10-17
1220278,1220278,Fix Released,Nova compute fails to register a callback for handling lifecycle events in libvirt driver,https://bugs.launchpad.net/nova/+bug/1220278,2013-10-17
1220186,1220186,Fix Released,Missing compute.instance.update events for various instance operations.,https://bugs.launchpad.net/nova/+bug/1220186,2013-10-17
1218133,1218133,Fix Released,MultiprocessWSGITest.test_terminate_sigterm fails because the wait for workers to die is unreliable.,https://bugs.launchpad.net/nova/+bug/1218133,2013-10-17
1217167,1217167,Fix Released,value too long for type character varying(255),https://bugs.launchpad.net/nova/+bug/1217167,2013-10-17
1216510,1216510,Fix Released,VMware: exception when accessing invalid nodename,https://bugs.launchpad.net/nova/+bug/1216510,2013-10-17
1216501,1216501,Fix Released,Instance existance not checked on evacuate,https://bugs.launchpad.net/nova/+bug/1216501,2013-10-17
1212798,1212798,Fix Released,quota_usages not decremented properly after per user quota migration,https://bugs.launchpad.net/nova/+bug/1212798,2013-10-17
1194018,1194018,Fix Released,Can't use vmware distributed virtual switch with nova,https://bugs.launchpad.net/nova/+bug/1194018,2013-10-17
1226759,1226759,Fix Released,Compute manager calls quota_reserve which does a direct db call,https://bugs.launchpad.net/nova/+bug/1226759,2013-10-17
1221620,1221620,Fix Released,KeyError: 'service' during schedule of baremetal instance,https://bugs.launchpad.net/nova/+bug/1221620,2013-10-17
1221620,1221620,Fix Released,KeyError: 'service' during schedule of baremetal instance,https://bugs.launchpad.net/tripleo/+bug/1221620,2013-10-17
1221320,1221320,Fix Released,"""Service VM"" - _get_available_networks  does extra filtering",https://bugs.launchpad.net/nova/+bug/1221320,2013-10-17
1204810,1204810,Fix Released,network_manager unit test failing due to KeyError,https://bugs.launchpad.net/nova/+bug/1204810,2013-10-17
1204646,1204646,Fix Released,500 error for image_metadata policy issues,https://bugs.launchpad.net/nova/+bug/1204646,2013-10-17
1203986,1203986,Fix Released,Instance show SUSPENDED state but in fact suspend action do not implemented on PowerVM,https://bugs.launchpad.net/nova/+bug/1203986,2013-10-17
1203880,1203880,Fix Released,"Fix ""Include error message in instance faults"" to resolve more messages",https://bugs.launchpad.net/nova/+bug/1203880,2013-10-17
1203872,1203872,Fix Released,missing index on reservations.uuid,https://bugs.launchpad.net/nova/+bug/1203872,2013-10-17
1203250,1203250,Fix Released,availability_zone was not updated on time,https://bugs.launchpad.net/nova/+bug/1203250,2013-10-17
1203069,1203069,Fix Released,replace takes no keyword arguments,https://bugs.launchpad.net/nova/+bug/1203069,2013-10-17
1202975,1202975,Fix Released,auto confirm is invalid with nova master branch,https://bugs.launchpad.net/nova/+bug/1202975,2013-10-17
1202255,1202255,Fix Released,CellUpdateUnsupported still overrides `message`,https://bugs.launchpad.net/nova/+bug/1202255,2013-10-17
