,Key,Status,Summary,Url,Last_Date
1551104,1551104,Fix Released,get-XXX-console returns 500 while an expected exception ConsoleTypeInvalid raised,https://bugs.launchpad.net/nova/+bug/1551104,2016-03-16
1554059,1554059,Fix Released,Cleanup the usage of deprecated CONF.network_api_class in hyper-v driver,https://bugs.launchpad.net/nova/+bug/1554059,2016-03-16
1548724,1548724,Fix Released,nova.tests.unit.test_signature_utils.TestSignatureUtils.test_get_certificate fails on slow build server,https://bugs.launchpad.net/nova/+bug/1548724,2016-03-16
1554617,1554617,Fix Released,Tests for aggregates use getattr() improperly,https://bugs.launchpad.net/nova/+bug/1554617,2016-03-16
1552293,1552293,Fix Released,glance plugin not exiting when tar exits from bad data being passed.,https://bugs.launchpad.net/nova/+bug/1552293,2016-03-16
1378459,1378459,Fix Released,Missing info_cache.save() in db sqlalchemy api,https://bugs.launchpad.net/nova/+bug/1378459,2016-03-16
1555602,1555602,Fix Released,Resource tracker _get_instance_type stashed_flavor logic is wrong,https://bugs.launchpad.net/nova/+bug/1555602,2016-03-16
1424698,1424698,Fix Released,Backend fIlter testing could be more comprehensive,https://bugs.launchpad.net/keystone/+bug/1424698,2016-03-16
1470047,1470047,Fix Released,CLI fails to report an error after creating a snapshot from instance,https://bugs.launchpad.net/python-novaclient/+bug/1470047,2016-03-16
1553969,1553969,Fix Released,os_heat role has no functional testing,https://bugs.launchpad.net/openstack-ansible/+bug/1553969,2016-03-16
1553769,1553769,Fix Released,vpnaas: mitaka db migrations are placed in liberty directory,https://bugs.launchpad.net/neutron/+bug/1553769,2016-03-16
1552086,1552086,Fix Released,LBaaS v2 updating pool clears session_persistence,https://bugs.launchpad.net/neutron/+bug/1552086,2016-03-16
1552063,1552063,Fix Released,gate-networking-midonet-python27 failure due to migration model mismatch in lbaas,https://bugs.launchpad.net/neutron/+bug/1552063,2016-03-16
1552063,1552063,Fix Released,gate-networking-midonet-python27 failure due to migration model mismatch in lbaas,https://bugs.launchpad.net/networking-midonet/+bug/1552063,2016-03-16
1549699,1549699,Fix Released,LBaaS needs automated test for DB migrations,https://bugs.launchpad.net/neutron/+bug/1549699,2016-03-16
1554076,1554076,Fix Released,neutron_lbaas.tests.unit.drivers.common.test_agent_callbacks.TestLoadBalancerCallbacks fails due to new description field in subnet,https://bugs.launchpad.net/neutron/+bug/1554076,2016-03-16
1536852,1536852,Fix Released,lbaas tempest code needs work,https://bugs.launchpad.net/neutron/+bug/1536852,2016-03-16
1556528,1556528,Fix Released,lbaas-loadbalancer-status fails when health monitor is admin-state-up=False,https://bugs.launchpad.net/neutron/+bug/1556528,2016-03-16
1553940,1553940,Fix Released,RPC client recreates exception object failed,https://bugs.launchpad.net/karbor/+bug/1553940,2016-03-16
